gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Female,Loyal Customer,17,Business Travel,Business,3554.0,4,4,4,4,4,4,4,2.0,7.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3554.0,1,1,1,5,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3554.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,58,Business Travel,Business,3554.0,5,5,5,4,4,4,5,14.0,9.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3554.0,4,4,4,4,2,2,5,8.0,39.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,3554.0,2,2,2,5,4,4,3,7.0,1.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,3555.0,2,2,5,2,5,5,5,0.0,1.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3555.0,4,4,4,5,3,3,5,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3555.0,3,4,4,5,3,3,2,0.0,2.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,3555.0,5,1,5,4,5,5,3,0.0,1.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3555.0,2,2,2,5,2,2,4,0.0,0.0,Satisfied
Female,Loyal Customer,72,Business Travel,Business,3555.0,2,3,3,2,2,2,2,27.0,10.0,Dissatisfied
Male,Loyal Customer,49,Business Travel,Business,3556.0,4,4,4,4,4,4,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,50,Business Travel,Business,3556.0,3,3,3,5,2,2,5,2.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3556.0,1,1,1,5,5,5,3,19.0,17.0,Satisfied
Male,Loyal Customer,26,Business Travel,Business,3556.0,5,5,5,5,5,5,5,2.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3556.0,1,1,1,4,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3556.0,2,2,2,3,5,5,3,128.0,117.0,Satisfied
Female,Loyal Customer,12,Business Travel,Business,3556.0,2,5,5,2,2,4,2,25.0,14.0,Dissatisfied
Female,Loyal Customer,58,Business Travel,Business,3556.0,3,3,3,4,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3557.0,1,1,1,3,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3557.0,4,4,4,2,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,3557.0,3,3,3,2,4,4,3,0.0,21.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,3557.0,3,3,3,1,3,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,47,Business Travel,Business,3557.0,5,5,2,4,5,5,4,27.0,53.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,3557.0,3,3,5,2,5,5,5,28.0,23.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,3557.0,3,3,3,4,1,2,4,225.0,219.0,Neutral
Male,Disloyal Customer,39,Business Travel,Business,3558.0,5,5,5,5,5,4,5,0.0,0.0,Neutral
Female,Loyal Customer,46,Business Travel,Business,3558.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,39,Business Travel,Business,3558.0,2,3,3,2,2,2,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,48,Business Travel,Business,3558.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,52,Business Travel,Business,3558.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,50,Business Travel,Business,3558.0,0,1,1,2,1,1,4,0.0,0.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3558.0,1,1,1,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,3558.0,0,1,1,2,3,3,2,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3558.0,0,1,1,2,3,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,3558.0,2,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,60,Business Travel,Business,3558.0,1,1,1,2,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,3558.0,2,2,2,5,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3559.0,4,4,4,5,2,2,3,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3559.0,0,1,1,3,4,4,5,12.0,17.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,3559.0,4,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,40,Business Travel,Business,3559.0,4,4,3,4,4,4,2,0.0,0.0,Satisfied
Male,Loyal Customer,66,Business Travel,Business,3559.0,2,2,2,2,3,2,2,0.0,14.0,Dissatisfied
Male,Loyal Customer,51,Business Travel,Business,3559.0,4,1,4,2,4,4,5,16.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3559.0,5,4,5,1,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,3559.0,4,4,4,3,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,3559.0,2,2,2,5,4,4,3,0.0,0.0,Satisfied
Female,Disloyal Customer,39,Business Travel,Business,3559.0,1,1,3,4,4,1,4,0.0,0.0,Neutral
Female,Disloyal Customer,39,Business Travel,Business,3559.0,3,4,4,3,3,3,3,29.0,18.0,Neutral
Female,Loyal Customer,38,Business Travel,Business,3560.0,5,5,5,3,5,5,3,1.0,12.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3560.0,5,5,5,5,5,5,5,48.0,38.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3560.0,5,5,5,5,5,5,4,42.0,33.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3560.0,3,3,3,4,3,3,4,18.0,20.0,Dissatisfied
Female,Loyal Customer,45,Business Travel,Business,3560.0,4,4,4,2,3,3,3,0.0,0.0,Satisfied
Male,Loyal Customer,57,Business Travel,Business,3560.0,0,5,1,5,2,2,4,0.0,5.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,3560.0,5,5,5,4,3,3,5,6.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3560.0,1,1,1,5,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,3561.0,1,5,5,1,1,1,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,56,Business Travel,Business,3561.0,1,1,1,2,5,5,5,43.0,40.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,3561.0,1,1,1,5,3,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,67,Business Travel,Business,3561.0,5,5,5,3,4,3,5,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3561.0,3,1,4,3,2,3,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,52,Business Travel,Business,3561.0,2,4,4,2,2,2,2,0.0,11.0,Dissatisfied
Male,Loyal Customer,50,Business Travel,Business,3562.0,4,4,4,2,5,5,3,45.0,26.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3562.0,0,3,1,5,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,3562.0,0,1,1,2,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3562.0,2,2,4,3,4,4,4,2.0,0.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,3562.0,2,2,2,3,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,3562.0,3,3,3,2,4,4,5,0.0,6.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,3562.0,1,2,2,5,1,1,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,3563.0,1,4,4,4,1,1,3,40.0,41.0,Dissatisfied
Female,Loyal Customer,38,Business Travel,Business,3563.0,1,1,1,5,4,4,5,12.0,12.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3563.0,2,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,51,Business Travel,Business,3563.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,45,Business Travel,Business,3563.0,2,2,2,4,5,3,4,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3563.0,4,4,4,5,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3563.0,1,1,1,5,5,2,5,0.0,0.0,Unknown
Male,Loyal Customer,14,Business Travel,Business,3564.0,1,1,1,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,3565.0,3,3,3,5,4,4,5,1.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3565.0,4,4,4,4,4,4,5,0.0,4.0,Satisfied
Female,Loyal Customer,61,Business Travel,Business,3565.0,1,1,1,2,2,2,5,0.0,0.0,Satisfied
Female,Loyal Customer,72,Business Travel,Business,3565.0,4,4,4,3,5,5,5,9.0,24.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3565.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,42,Business Travel,Business,3565.0,0,1,1,1,4,4,2,13.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3565.0,4,1,4,4,4,4,4,15.0,31.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,3566.0,3,5,5,3,3,3,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,35,Business Travel,Business,3566.0,4,4,4,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3566.0,3,3,3,3,2,2,5,5.0,7.0,Satisfied
Male,Loyal Customer,12,Business Travel,Business,3566.0,1,1,3,3,3,5,3,0.0,2.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,3566.0,3,1,1,3,3,3,2,48.0,41.0,Dissatisfied
Male,Loyal Customer,46,Business Travel,Business,3567.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,17,Business Travel,Business,3567.0,4,4,4,4,4,4,4,21.0,17.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,3567.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,26,Business Travel,Business,3567.0,2,2,2,3,3,2,3,3.0,0.0,Satisfied
Male,Loyal Customer,48,Business Travel,Business,3567.0,5,5,5,4,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,3567.0,3,3,3,3,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3567.0,3,3,3,3,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3567.0,2,1,4,3,2,2,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,37,Business Travel,Business,3567.0,4,3,3,4,4,4,2,2.0,0.0,Dissatisfied
Female,Loyal Customer,32,Business Travel,Business,3567.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,51,Business Travel,Business,3568.0,5,5,5,4,4,4,4,3.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3568.0,3,3,2,2,5,5,5,11.0,11.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,3568.0,2,2,2,4,4,4,3,4.0,0.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,3568.0,4,2,2,2,4,4,2,2.0,0.0,Dissatisfied
Female,Loyal Customer,56,Business Travel,Business,3568.0,1,1,1,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3568.0,3,3,3,4,4,4,5,5.0,0.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,3568.0,1,1,1,4,3,5,4,358.0,357.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,3569.0,3,3,3,1,4,4,2,0.0,7.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,3569.0,3,3,3,5,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,3569.0,1,1,1,4,4,4,3,9.0,0.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,3569.0,1,1,1,2,2,5,2,0.0,0.0,Unknown
Female,Loyal Customer,36,Business Travel,Business,3569.0,2,1,1,1,2,2,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,42,Business Travel,Business,3569.0,2,2,2,3,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3569.0,1,1,1,4,5,5,5,6.0,3.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3569.0,2,2,2,3,5,5,4,90.0,92.0,Satisfied
Female,Loyal Customer,38,Business Travel,Business,3570.0,3,3,3,5,4,4,3,4.0,6.0,Satisfied
Male,Loyal Customer,37,Business Travel,Business,3570.0,4,5,4,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,3570.0,5,5,5,3,5,5,4,0.0,20.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3570.0,0,1,1,4,2,5,5,0.0,19.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3570.0,3,2,2,2,3,3,2,5.0,0.0,Dissatisfied
Male,Loyal Customer,59,Business Travel,Business,3570.0,0,1,1,2,3,3,3,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3570.0,4,4,5,5,3,3,5,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,3570.0,1,3,4,5,3,1,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,69,Business Travel,Business,3571.0,1,1,3,2,4,4,5,27.0,25.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,3571.0,5,5,5,2,4,4,5,0.0,1.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3571.0,2,4,4,5,2,2,2,25.0,18.0,Dissatisfied
Male,Loyal Customer,52,Business Travel,Business,3571.0,4,4,4,2,4,4,5,1.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,3571.0,4,4,4,3,5,5,5,10.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,3571.0,1,1,1,4,5,5,3,51.0,56.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3571.0,2,2,3,2,4,4,5,13.0,52.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,3572.0,2,5,5,2,2,3,2,0.0,0.0,Unknown
Male,Loyal Customer,40,Business Travel,Business,3572.0,3,3,3,4,5,5,3,19.0,9.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,3572.0,4,4,4,4,3,4,4,154.0,139.0,Satisfied
Male,Loyal Customer,57,Business Travel,Business,3572.0,2,2,2,5,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,3572.0,2,2,2,3,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3572.0,1,1,1,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3572.0,3,3,3,4,5,5,5,62.0,57.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3572.0,2,2,2,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,3573.0,3,3,3,4,3,3,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,62,Business Travel,Business,3574.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,53,Business Travel,Business,3574.0,3,3,3,5,4,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,3574.0,5,5,5,5,5,5,5,29.0,23.0,Satisfied
Female,Loyal Customer,32,Business Travel,Business,3574.0,1,1,1,4,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3574.0,4,4,4,5,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3574.0,5,5,5,2,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,3574.0,4,4,3,2,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3574.0,2,2,2,3,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,3575.0,1,1,1,2,5,5,4,17.0,9.0,Satisfied
Male,Loyal Customer,57,Business Travel,Business,3575.0,1,1,5,2,4,4,3,17.0,17.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,3575.0,1,1,1,2,5,5,3,68.0,66.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,3575.0,4,4,4,5,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,3575.0,0,5,1,4,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3576.0,4,4,4,5,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3576.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,56,Business Travel,Business,3576.0,1,1,1,3,4,4,3,18.0,22.0,Satisfied
Female,Loyal Customer,27,Business Travel,Business,3576.0,2,2,1,4,4,3,4,57.0,78.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3576.0,2,1,3,2,2,2,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,45,Business Travel,Business,3576.0,4,4,4,5,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3576.0,3,2,3,2,3,3,3,20.0,115.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,3576.0,2,2,2,3,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3576.0,0,1,1,5,2,2,3,19.0,30.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,3577.0,2,2,2,2,2,2,4,23.0,26.0,Dissatisfied
Male,Loyal Customer,44,Business Travel,Business,3577.0,3,3,1,3,2,2,3,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,3577.0,2,2,2,3,4,4,4,5.0,0.0,Satisfied
Male,Loyal Customer,37,Business Travel,Business,3577.0,4,4,3,4,4,4,4,10.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3577.0,1,1,1,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,20,Business Travel,Business,3577.0,4,2,2,4,5,1,4,0.0,5.0,Dissatisfied
Male,Loyal Customer,40,Business Travel,Business,3577.0,3,1,1,3,3,3,3,480.0,471.0,Dissatisfied
Male,Loyal Customer,38,Business Travel,Business,3578.0,5,5,1,2,5,5,4,68.0,81.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,3578.0,1,1,1,2,5,5,5,6.0,0.0,Satisfied
Male,Loyal Customer,26,Business Travel,Business,3578.0,5,5,5,4,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,3578.0,2,5,2,4,4,4,3,14.0,4.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3578.0,2,2,2,4,3,3,5,0.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3578.0,5,5,5,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3578.0,1,1,1,2,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,3578.0,5,5,5,5,2,2,5,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,3578.0,0,1,1,2,5,5,3,65.0,95.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,3579.0,2,4,4,2,2,3,2,6.0,0.0,Dissatisfied
Female,Loyal Customer,35,Business Travel,Business,3579.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,72,Business Travel,Business,3579.0,2,1,5,2,2,2,4,16.0,16.0,Dissatisfied
Female,Loyal Customer,57,Business Travel,Business,3579.0,0,1,1,5,2,1,5,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,3579.0,5,5,5,5,4,4,3,3.0,0.0,Satisfied
Female,Loyal Customer,34,Business Travel,Business,3579.0,5,5,5,2,4,4,4,1.0,0.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,3579.0,2,2,2,2,5,5,5,70.0,57.0,Satisfied
Male,Loyal Customer,63,Business Travel,Business,3579.0,2,1,1,5,1,2,2,11.0,0.0,Dissatisfied
Male,Loyal Customer,46,Business Travel,Business,3579.0,3,3,3,3,5,5,4,9.0,2.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,3579.0,2,2,2,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3580.0,4,4,4,3,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,22,Business Travel,Business,3580.0,3,3,3,3,3,3,3,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3580.0,1,1,1,5,5,5,4,6.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3580.0,3,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,15,Business Travel,Business,3580.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,44,Business Travel,Business,3580.0,5,5,5,2,5,5,5,6.0,7.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,3580.0,4,4,4,4,4,4,4,1.0,5.0,Unknown
Male,Loyal Customer,49,Business Travel,Business,3580.0,1,4,4,4,1,1,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,3580.0,1,5,3,4,4,4,4,0.0,0.0,Unknown
Female,Loyal Customer,77,Business Travel,Business,3580.0,3,1,1,5,3,3,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,60,Business Travel,Business,3580.0,2,2,2,5,2,2,4,45.0,47.0,Dissatisfied
Male,Loyal Customer,53,Business Travel,Business,3581.0,3,3,3,3,5,5,4,7.0,4.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,3581.0,3,3,3,5,3,5,5,182.0,182.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3581.0,5,5,5,4,5,5,5,2.0,0.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,3581.0,2,2,2,2,2,2,2,11.0,11.0,Dissatisfied
Male,Loyal Customer,18,Business Travel,Business,337.0,2,2,3,5,5,2,5,2.0,0.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,3581.0,4,4,4,4,2,3,4,256.0,274.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,3581.0,3,3,3,4,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,69,Business Travel,Business,3581.0,5,5,5,3,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,24,Business Travel,Business,3581.0,3,2,2,3,3,5,3,8.0,45.0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,Business,3581.0,5,5,5,5,5,3,5,6.0,1.0,Neutral
Female,Loyal Customer,58,Business Travel,Business,3581.0,3,3,3,2,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,3581.0,5,5,5,4,4,4,5,49.0,54.0,Satisfied
Female,Disloyal Customer,39,Business Travel,Business,3581.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,22,Business Travel,Business,3581.0,4,4,4,5,5,4,5,4.0,0.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,3582.0,2,4,2,4,2,2,2,51.0,24.0,Dissatisfied
Male,Loyal Customer,17,Business Travel,Business,3582.0,2,5,5,2,2,4,2,8.0,107.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,3582.0,4,4,4,4,4,4,4,1.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,3582.0,1,1,1,4,4,4,2,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,3582.0,2,2,2,3,2,2,3,89.0,54.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,3583.0,2,2,2,2,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,3583.0,4,4,4,3,2,2,4,0.0,0.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,3583.0,1,1,5,5,4,4,4,68.0,61.0,Satisfied
Male,Loyal Customer,77,Business Travel,Business,3583.0,2,4,5,1,2,2,3,0.0,39.0,Dissatisfied
Female,Loyal Customer,36,Business Travel,Business,3583.0,2,2,2,3,4,4,5,14.0,4.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3583.0,4,4,2,4,2,2,2,0.0,27.0,Satisfied
Male,Loyal Customer,72,Business Travel,Business,3583.0,1,4,4,1,1,1,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,41,Business Travel,Business,3583.0,3,3,3,3,4,4,5,29.0,16.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3583.0,4,2,2,2,4,4,4,0.0,2.0,Dissatisfied
Male,Loyal Customer,67,Business Travel,Business,3583.0,3,3,3,3,5,5,4,26.0,15.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,3583.0,4,4,3,4,2,2,4,1.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3584.0,4,1,1,4,4,4,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,3584.0,2,5,2,3,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3584.0,2,2,2,5,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,3584.0,2,3,3,2,2,4,2,0.0,0.0,Unknown
Female,Loyal Customer,46,Business Travel,Business,3584.0,3,3,3,2,4,5,4,3.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,3584.0,1,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,58,Business Travel,Business,3584.0,2,4,4,2,2,2,4,48.0,32.0,Dissatisfied
Male,Loyal Customer,45,Business Travel,Business,3584.0,2,2,2,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,33,Business Travel,Business,3585.0,1,5,5,4,1,1,3,14.0,24.0,Dissatisfied
Female,Loyal Customer,43,Business Travel,Business,3585.0,4,2,4,5,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,3585.0,3,2,3,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,3585.0,5,5,5,5,2,2,4,0.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,3585.0,1,1,1,2,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,3585.0,3,3,3,1,3,3,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,44,Business Travel,Business,3586.0,0,4,1,2,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,3586.0,1,1,1,3,5,5,5,1.0,0.0,Satisfied
Male,Loyal Customer,21,Business Travel,Business,3586.0,5,5,5,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,3586.0,4,4,5,4,4,4,3,0.0,6.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,3586.0,3,3,3,3,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,3586.0,5,5,5,4,3,3,5,7.0,0.0,Satisfied
Male,Loyal Customer,15,Business Travel,Business,3586.0,5,5,5,4,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,3586.0,0,1,1,3,2,2,5,0.0,0.0,Satisfied
